,job_id,method,optimized_energy,fidelity,optimized_variable_count,atom_count,edge_count,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3
34,11,quanti_gin.data_generator.run_fci_optimization,-2.067506647153164,,0,4,2,0.0,0.0,0.0,2.7283268867316113,0.6771921857648271,1.8113338538275567,4.930940438004031,1.1741005509328053,2.52876394352485,5.221509593679624,1.902655586806756,2.6140251809439143
35,11,quanti_gin.data_generator.run_spa_optimization,-2.0673714134879857,,0,4,2,0.0,0.0,0.0,2.7283268867316113,0.6771921857648271,1.8113338538275567,4.930940438004031,1.1741005509328053,2.52876394352485,5.221509593679624,1.902655586806756,2.6140251809439143
36,12,custom_method.run_optimization,1.4295029098619505,,0,4,2,0.0,0.0,0.0,0.040980077010159044,0.8445317987283574,1.356440311799852,1.4884936959471575,0.08760688731362071,0.9304295090305927,3.738044776655137,0.9102446889310702,1.5644544686520812
37,12,quanti_gin.data_generator.run_fci_optimization,-1.8993591406088752,,0,4,2,0.0,0.0,0.0,0.040980077010159044,0.8445317987283574,1.356440311799852,1.4884936959471575,0.08760688731362071,0.9304295090305927,3.738044776655137,0.9102446889310702,1.5644544686520812
38,12,quanti_gin.data_generator.run_spa_optimization,-1.8847939054510985,,0,4,2,0.0,0.0,0.0,0.040980077010159044,0.8445317987283574,1.356440311799852,1.4884936959471575,0.08760688731362071,0.9304295090305927,3.738044776655137,0.9102446889310702,1.5644544686520812
39,13,custom_method.run_optimization,0.8306738308741453,,0,4,2,0.0,0.0,0.0,0.6300376631157782,1.5504614813440842,1.973692998722879,2.4790028694828634,1.787139755321698,3.4830973333183213,4.345950432733737,4.005857820394674,5.9339016271075975
40,13,quanti_gin.data_generator.run_fci_optimization,-1.8705368999306602,,0,4,2,0.0,0.0,0.0,0.6300376631157782,1.5504614813440842,1.973692998722879,2.4790028694828634,1.787139755321698,3.4830973333183213,4.345950432733737,4.005857820394674,5.9339016271075975
41,13,quanti_gin.data_generator.run_spa_optimization,-1.8660678448843093,,0,4,2,0.0,0.0,0.0,0.6300376631157782,1.5504614813440842,1.973692998722879,2.4790028694828634,1.787139755321698,3.4830973333183213,4.345950432733737,4.005857820394674,5.9339016271075975
42,14,custom_method.run_optimization,1.8124498774104287,,0,4,2,0.0,0.0,0.0,0.8442813625478999,0.2245540465214669,0.28556935447646936,1.5437369243603793,0.23164029507009476,2.4879600405661866,1.1219661099089215,1.3422684685033335,2.5256181767798904
43,14,quanti_gin.data_generator.run_fci_optimization,-2.1742668085688583,,0,4,2,0.0,0.0,0.0,0.8442813625478999,0.2245540465214669,0.28556935447646936,1.5437369243603793,0.23164029507009476,2.4879600405661866,1.1219661099089215,1.3422684685033335,2.5256181767798904
44,14,quanti_gin.data_generator.run_spa_optimization,-2.1741158537427445,,0,4,2,0.0,0.0,0.0,0.8442813625478999,0.2245540465214669,0.28556935447646936,1.5437369243603793,0.23164029507009476,2.4879600405661866,1.1219661099089215,1.3422684685033335,2.5256181767798904
45,15,custom_method.run_optimization,1.349664387685849,,0,4,2,0.0,0.0,0.0,0.6488634506319089,0.08732187100316777,2.3895687272655457,1.1800956645747065,0.08814990392008432,0.6377460614736183,3.5716786461105077,1.6809394294224778,1.6091406273226858
46,15,quanti_gin.data_generator.run_fci_optimization,-1.9544805570455885,,0,4,2,0.0,0.0,0.0,0.6488634506319089,0.08732187100316777,2.3895687272655457,1.1800956645747065,0.08814990392008432,0.6377460614736183,3.5716786461105077,1.6809394294224778,1.6091406273226858
47,15,quanti_gin.data_generator.run_spa_optimization,-1.9492951387095512,,0,4,2,0.0,0.0,0.0,0.6488634506319089,0.08732187100316777,2.3895687272655457,1.1800956645747065,0.08814990392008432,0.6377460614736183,3.5716786461105077,1.6809394294224778,1.6091406273226858
48,16,custom_method.run_optimization,0.8258242546971555,,0,4,2,0.0,0.0,0.0,1.8342339765072324,2.6396020576700785,1.1792879689611695,3.509128266522774,4.943712971754104,2.5344516207169265,5.039476585951841,5.746617636039889,3.6558792302813554
49,16,quanti_gin.data_generator.run_fci_optimization,-1.8791543037020304,,0,4,2,0.0,0.0,0.0,1.8342339765072324,2.6396020576700785,1.1792879689611695,3.509128266522774,4.943712971754104,2.5344516207169265,5.039476585951841,5.746617636039889,3.6558792302813554
50,16,quanti_gin.data_generator.run_spa_optimization,-1.8790521948238958,,0,4,2,0.0,0.0,0.0,1.8342339765072324,2.6396020576700785,1.1792879689611695,3.509128266522774,4.943712971754104,2.5344516207169265,5.039476585951841,5.746617636039889,3.6558792302813554
51,17,custom_method.run_optimization,0.9309827366802967,,0,4,2,0.0,0.0,0.0,1.4389909801311302,2.5618149290051693,1.332325200329483,1.262922155844122,0.07427410621178249,2.0188117105965304,2.3291872783668435,5.095249706640461,3.302900031589759
52,17,quanti_gin.data_generator.run_fci_optimization,-1.8707254419436088,,0,4,2,0.0,0.0,0.0,1.4389909801311302,2.5618149290051693,1.332325200329483,1.262922155844122,0.07427410621178249,2.0188117105965304,2.3291872783668435,5.095249706640461,3.302900031589759
53,17,quanti_gin.data_generator.run_spa_optimization,-1.8694566570045679,,0,4,2,0.0,0.0,0.0,1.4389909801311302,2.5618149290051693,1.332325200329483,1.262922155844122,0.07427410621178249,2.0188117105965304,2.3291872783668435,5.095249706640461,3.302900031589759
54,18,custom_method.run_optimization,0.8186424562680842,,0,4,2,0.0,0.0,0.0,2.1803888452610556,1.50537786663685,2.5594481595322343,2.5603109864230302,3.8623524534537,2.887275796136347,4.842104277662688,5.219333958993298,4.017050812757756
55,18,quanti_gin.data_generator.run_fci_optimization,-1.8702372978412658,,0,4,2,0.0,0.0,0.0,2.1803888452610556,1.50537786663685,2.5594481595322343,2.5603109864230302,3.8623524534537,2.887275796136347,4.842104277662688,5.219333958993298,4.017050812757756
56,18,quanti_gin.data_generator.run_spa_optimization,-1.8647402945857352,,0,4,2,0.0,0.0,0.0,2.1803888452610556,1.50537786663685,2.5594481595322343,2.5603109864230302,3.8623524534537,2.887275796136347,4.842104277662688,5.219333958993298,4.017050812757756
57,19,custom_method.run_optimization,2.170405854638888,,0,4,2,0.0,0.0,0.0,2.2684020554280995,1.0570106668256858,1.7424641706228254,1.2363372656262148,0.7375855596104326,2.3366802148044648,1.6517305583417656,1.2596947977830575,1.3762429060942185
58,19,quanti_gin.data_generator.run_fci_optimization,-1.9742596103787644,,0,4,2,0.0,0.0,0.0,2.2684020554280995,1.0570106668256858,1.7424641706228254,1.2363372656262148,0.7375855596104326,2.3366802148044648,1.6517305583417656,1.2596947977830575,1.3762429060942185
59,19,quanti_gin.data_generator.run_spa_optimization,-1.9704027785180376,,0,4,2,0.0,0.0,0.0,2.2684020554280995,1.0570106668256858,1.7424641706228254,1.2363372656262148,0.7375855596104326,2.3366802148044648,1.6517305583417656,1.2596947977830575,1.3762429060942185
