init,optimizer,run,normalized_final_score
reduced-domain,Powell,10,0.999990172629964
reduced-domain,Powell,19,0.9999889048716025
reduced-domain,Powell,15,0.9999795078844933
reduced-domain,Powell,17,0.9999832855617224
reduced-domain,Powell,9,0.9999917868314561
reduced-domain,Powell,4,0.9999867635311342
reduced-domain,Powell,18,0.9999895158966018
reduced-domain,Powell,1,0.9999771251335446
reduced-domain,Powell,14,0.9999692094023048
reduced-domain,Powell,20,0.9999796591148918
reduced-domain,Powell,26,0.9999822502104411
reduced-domain,Powell,27,0.9999904612417587
reduced-domain,Powell,25,0.9999771060358396
reduced-domain,Powell,22,0.9999786497570312
reduced-domain,Powell,21,0.999973894968208
reduced-domain,Powell,24,0.9999803595703841
reduced-domain,Powell,28,0.9999818303599726
reduced-domain,Powell,7,0.9999694821773164
reduced-domain,Powell,33,0.9999897092970443
reduced-domain,Powell,35,0.9999921034845066
reduced-domain,Powell,23,0.9999948306846881
reduced-domain,Powell,30,0.9999854485242767
reduced-domain,Powell,29,0.9999836046808205
reduced-domain,Powell,36,0.9999844080912302
reduced-domain,Powell,31,0.9999725033927036
reduced-domain,Powell,34,0.9999753614029111
reduced-domain,Powell,38,0.9999862156178451
reduced-domain,Powell,32,0.99999615139876
reduced-domain,Powell,41,0.9999835115498079
reduced-domain,Powell,40,0.9999807426777649
reduced-domain,Powell,39,0.9999914152813114
reduced-domain,Powell,43,0.9999858326799058
reduced-domain,Powell,47,0.9999732716817521
reduced-domain,Powell,44,0.9999928232029259
reduced-domain,Powell,37,0.9999699434327314
reduced-domain,Powell,46,0.9999937189853468
reduced-domain,Powell,45,0.9999812747631514
reduced-domain,Powell,50,0.9999787820252247
reduced-domain,Powell,51,0.9999823483129604
reduced-domain,Powell,53,0.999991084252157
reduced-domain,Powell,55,0.999979148039124
reduced-domain,Powell,52,0.9999887315940551
reduced-domain,Powell,42,0.9999867215942045
reduced-domain,Powell,49,0.999991535415879
reduced-domain,Powell,57,0.9999878418225536
reduced-domain,Powell,58,0.9999647333688226
reduced-domain,Powell,56,0.9999812353725724
reduced-domain,Powell,67,0.9999917938074391
reduced-domain,Powell,68,0.9999847151480175
reduced-domain,Powell,62,0.9999703571742515
reduced-domain,Powell,48,0.9999731765332636
reduced-domain,Powell,60,0.9999936231354819
reduced-domain,Powell,61,0.9999762926307014
reduced-domain,Powell,54,0.9999929137768813
reduced-domain,Powell,63,0.9999827705151746
reduced-domain,Powell,71,0.9999679411581378
reduced-domain,Powell,65,0.9999849956186646
reduced-domain,Powell,59,0.9999806873353042
reduced-domain,Powell,69,0.9999770763936933
reduced-domain,Powell,70,0.999974275388768
reduced-domain,Powell,72,0.9999859378826234
reduced-domain,Powell,64,0.9999775107021847
reduced-domain,Powell,79,0.9999779538794723
reduced-domain,Powell,73,0.999995221242507
reduced-domain,Powell,66,0.9999728575246113
reduced-domain,Powell,83,0.999989798239789
reduced-domain,Powell,75,0.9999780578295369
reduced-domain,Powell,78,0.9999895178419954
reduced-domain,Powell,74,0.9999859257153239
reduced-domain,Powell,84,0.999981450151377
reduced-domain,Powell,77,0.9999762873751145
reduced-domain,Powell,82,0.9999694352824607
reduced-domain,Powell,86,0.9999953963493076
reduced-domain,SPSA,0,0.6963515841860867
reduced-domain,Powell,87,0.9999624054290581
reduced-domain,SPSA,1,0.7267731850900314
reduced-domain,Powell,93,0.999988930995719
reduced-domain,Powell,91,0.9999889207594725
reduced-domain,Powell,89,0.9999844541492893
reduced-domain,SPSA,2,0.713761363419255
reduced-domain,Powell,81,0.9999838586821499
reduced-domain,Powell,90,0.9999504586852619
reduced-domain,Powell,80,0.9999857647132813
reduced-domain,Powell,76,0.9999903941291993
reduced-domain,SPSA,10,0.6508684431753855
reduced-domain,SPSA,3,0.6897601945323557
reduced-domain,SPSA,4,0.7107632413633498
reduced-domain,SPSA,5,0.7184825966232258
reduced-domain,SPSA,6,0.704340844584076
reduced-domain,Powell,85,0.999987014945315
reduced-domain,SPSA,17,0.69459106479817
reduced-domain,SPSA,7,0.6916506887629342
reduced-domain,SPSA,8,0.6985830811602536
reduced-domain,SPSA,15,0.6922840258671745
reduced-domain,SPSA,9,0.6870144145574355
reduced-domain,SPSA,11,0.6929766481209955
reduced-domain,SPSA,12,0.7103997624197727
reduced-domain,SPSA,13,0.6811847748177107
reduced-domain,SPSA,19,0.7060007626607226
reduced-domain,SPSA,14,0.7016006366000891
reduced-domain,SPSA,16,0.7099929954506231
reduced-domain,SPSA,18,0.6971676909792224
reduced-domain,Powell,88,0.9999893895610105
reduced-domain,SPSA,32,0.2762811662593376
reduced-domain,SPSA,20,0.728854371615736
reduced-domain,SPSA,21,0.7239564598562447
reduced-domain,Powell,97,0.9999903433837884
reduced-domain,SPSA,22,0.7175975329139074
reduced-domain,SPSA,23,0.699716433777301
reduced-domain,SPSA,30,0.7195018208211946
reduced-domain,SPSA,24,0.7029546436177693
reduced-domain,SPSA,25,0.7140631438145185
reduced-domain,Powell,98,0.9999826753550516
reduced-domain,Powell,92,0.9999814385149643
reduced-domain,SPSA,27,0.6838106759957253
reduced-domain,SPSA,26,0.7037055621356569
reduced-domain,SPSA,28,0.7438197754704531
reduced-domain,SPSA,29,0.6994218321990195
reduced-domain,SPSA,44,0.663036099964615
reduced-domain,SPSA,31,0.7123579729679012
reduced-domain,SPSA,35,0.6854441632281605
reduced-domain,SPSA,33,0.7267784156157086
reduced-domain,SPSA,34,0.7341441727845412
reduced-domain,SPSA,36,0.7276326132838472
reduced-domain,SPSA,37,0.6917879269697231
reduced-domain,SPSA,38,0.6958418919239339
reduced-domain,SPSA,39,0.7288347012432002
reduced-domain,SPSA,40,0.7129183287938278
reduced-domain,SPSA,41,0.7058139164192535
reduced-domain,SPSA,43,0.6980189271874432
reduced-domain,SPSA,42,0.7241990109026485
reduced-domain,SPSA,60,0.5859386623236349
reduced-domain,SPSA,45,0.6958713333918385
reduced-domain,SPSA,46,0.7308431048925385
reduced-domain,SPSA,47,0.6775523374106542
reduced-domain,SPSA,59,0.7353613023187715
reduced-domain,SPSA,55,0.7040932137381725
reduced-domain,Powell,96,0.9999802513641566
reduced-domain,Powell,94,0.9999899005875874
reduced-domain,SPSA,48,0.7190232973641918
reduced-domain,SPSA,49,0.7117575174349312
reduced-domain,SPSA,50,0.6878471044891165
reduced-domain,SPSA,51,0.7060983452554729
reduced-domain,SPSA,52,0.7069123539888311
reduced-domain,SPSA,53,0.7062283130855186
reduced-domain,SPSA,54,0.6923296478828223
reduced-domain,SPSA,56,0.6809047706997156
reduced-domain,SPSA,57,0.7020282666645606
reduced-domain,SPSA,58,0.7378488843128956
reduced-domain,SPSA,61,0.695915620606801
reduced-domain,SPSA,62,0.7045042890004715
reduced-domain,SPSA,63,0.7034032776139255
reduced-domain,SPSA,64,0.6892588734931026
reduced-domain,Powell,99,0.9999795394130018
reduced-domain,SPSA,65,0.7025465196178221
reduced-domain,SPSA,66,0.7076782633347786
reduced-domain,SPSA,67,0.7026012747179768
reduced-domain,SPSA,68,0.7367260388293363
reduced-domain,SPSA,69,0.69967698384521
reduced-domain,SPSA,70,0.7147390260600422
reduced-domain,SPSA,71,0.6707655947937983
reduced-domain,Powell,95,0.9999835247527248
reduced-domain,SPSA,87,0.7136867888194788
reduced-domain,SPSA,72,0.6871419733303128
reduced-domain,SPSA,73,0.7182011055639109
reduced-domain,SPSA,74,0.7529810814202287
reduced-domain,SPSA,92,0.7026314322177676
reduced-domain,SPSA,75,0.6988580593480536
reduced-domain,SPSA,97,0.5579883828659472
reduced-domain,SPSA,76,0.6947180233953777
reduced-domain,SPSA,83,0.7133439547316917
reduced-domain,SPSA,78,0.7016876839510654
reduced-domain,SPSA,77,0.7003606394791657
reduced-domain,SPSA,84,0.7112026995837745
reduced-domain,SPSA,79,0.69522487876504
reduced-domain,SPSA,80,0.6917206728759075
reduced-domain,SPSA,81,0.7416491583669234
reduced-domain,SPSA,82,0.7019827572732951
reduced-domain,SPSA,88,0.7062838728925483
reduced-domain,SPSA,95,0.6740146493544117
Gaussian,COBYLA,0,0.9952619214430987
reduced-domain,SPSA,85,0.6833312627445772
Gaussian,COBYLA,1,0.9991259623696513
Gaussian,COBYLA,2,0.9690498632402698
reduced-domain,SPSA,86,0.7109487171378572
reduced-domain,SPSA,99,0.7281367718738138
Gaussian,COBYLA,3,0.9974546633110943
Gaussian,COBYLA,4,0.9981982801572984
reduced-domain,SPSA,91,0.6915834725941032
Gaussian,COBYLA,5,0.9863192426187292
Gaussian,COBYLA,6,0.9777621970936727
Gaussian,COBYLA,7,0.9331907600437153
reduced-domain,SPSA,89,0.7153513000341423
reduced-domain,SPSA,90,0.7201712471548906
Gaussian,COBYLA,8,0.9935205673834175
reduced-domain,SPSA,93,0.6969885153439984
Gaussian,COBYLA,9,0.9964725368442645
reduced-domain,SPSA,94,0.6948500907263123
Gaussian,COBYLA,10,0.9926937140909035
Gaussian,COBYLA,11,0.898292455764846
Gaussian,COBYLA,12,0.9643576207975812
Gaussian,COBYLA,13,0.9628504687295472
reduced-domain,SPSA,96,0.6850087947477694
Gaussian,COBYLA,14,0.9277050132103397
reduced-domain,SPSA,98,0.6875683170580796
Gaussian,COBYLA,15,0.9845304226616599
Gaussian,COBYLA,16,0.9733950864174914
Gaussian,COBYLA,17,0.9959332776757156
Gaussian,COBYLA,21,0.966823110476099
Gaussian,COBYLA,20,0.98104310747459
Gaussian,COBYLA,19,0.9743498446012145
Gaussian,COBYLA,22,0.9349311559994044
Gaussian,COBYLA,18,0.9739897491626176
Gaussian,COBYLA,23,0.9984589835389033
Gaussian,COBYLA,24,0.9700003779366226
Gaussian,COBYLA,25,0.9739776032866664
Gaussian,COBYLA,26,0.9925252644605914
Gaussian,COBYLA,27,0.9854061706735544
Gaussian,COBYLA,28,0.9829829604417797
Gaussian,COBYLA,29,0.9576440124864146
Gaussian,COBYLA,30,0.995869300200485
Gaussian,COBYLA,31,0.9771918716762502
Gaussian,COBYLA,32,0.9952475508062462
Gaussian,COBYLA,33,0.9844903064241366
Gaussian,COBYLA,34,0.9993113638294165
Gaussian,COBYLA,35,0.9894754582431409
Gaussian,COBYLA,36,0.9849416342384353
Gaussian,COBYLA,37,0.994980133062562
Gaussian,COBYLA,38,0.9968097863817862
Gaussian,COBYLA,39,0.9883057563963226
Gaussian,COBYLA,40,0.968882574369823
Gaussian,COBYLA,41,0.9715254207439361
Gaussian,COBYLA,43,0.9836164920448092
Gaussian,COBYLA,42,0.9820708404111421
Gaussian,COBYLA,44,0.989310769876812
Gaussian,COBYLA,46,0.9895612092901517
Gaussian,COBYLA,45,0.994886367533155
Gaussian,COBYLA,47,0.9963289709794002
Gaussian,COBYLA,48,0.970399638353717
Gaussian,COBYLA,49,0.9774889442264183
Gaussian,COBYLA,50,0.994763566097664
Gaussian,COBYLA,51,0.9708405514921944
Gaussian,COBYLA,52,0.9863991627603282
Gaussian,COBYLA,53,0.9980429955024
Gaussian,COBYLA,54,0.9912796488573765
Gaussian,COBYLA,55,0.9915294325332203
Gaussian,COBYLA,56,0.9636876775210685
Gaussian,COBYLA,57,0.9970171055585817
Gaussian,COBYLA,58,0.9339033201727606
Gaussian,COBYLA,59,0.9656909329218263
Gaussian,COBYLA,61,0.9865832383139024
Gaussian,COBYLA,60,0.9813824271064351
Gaussian,COBYLA,62,0.9427345654299505
Gaussian,COBYLA,64,0.9984328264075586
Gaussian,COBYLA,63,0.9928447373744648
Gaussian,COBYLA,65,0.9962282399921034
Gaussian,COBYLA,66,0.9635662644788273
Gaussian,COBYLA,67,0.9936147992003099
Gaussian,COBYLA,68,0.9711960902080161
Gaussian,COBYLA,69,0.9837120015644072
Gaussian,COBYLA,70,0.9994869268497277
Gaussian,COBYLA,71,0.9961509944088023
Gaussian,COBYLA,72,0.9525892152103285
Gaussian,COBYLA,73,0.9668687544629819
Gaussian,COBYLA,74,0.9872685988653191
Gaussian,COBYLA,75,0.9784373747678062
Gaussian,COBYLA,76,0.9774208055275772
Gaussian,COBYLA,77,0.9982360765029014
Gaussian,COBYLA,78,0.9854649308851288
Gaussian,COBYLA,79,0.9639587858844042
Gaussian,COBYLA,80,0.9993756148975862
Gaussian,COBYLA,81,0.9919064818915775
Gaussian,COBYLA,82,0.9961168537594454
Gaussian,COBYLA,83,0.9910766027565693
Gaussian,COBYLA,85,0.9993983575069706
Gaussian,COBYLA,86,0.9596738443659674
Gaussian,COBYLA,84,0.9948094009678297
Gaussian,COBYLA,87,0.9612439596041239
Gaussian,COBYLA,88,0.9814270716378092
Gaussian,COBYLA,89,0.9648348322642182
Gaussian,COBYLA,90,0.9311883244506776
Gaussian,COBYLA,91,0.9742118674031146
Gaussian,COBYLA,92,0.9810518380931582
Gaussian,COBYLA,93,0.9705228694458791
Gaussian,COBYLA,95,0.9974465659689905
Gaussian,COBYLA,94,0.9847387870393772
Gaussian,COBYLA,96,0.9932520773458082
Gaussian,COBYLA,98,0.9846951997650646
Gaussian,COBYLA,97,0.8700015880206095
Gaussian,COBYLA,99,0.9537143255735717
Gaussian,Powell,17,0.9999944898301795
Gaussian,Powell,2,0.999994656424041
Gaussian,Powell,1,0.9999878749949689
Gaussian,Powell,10,0.9999872176594025
Gaussian,Powell,18,0.999983255248079
Gaussian,Powell,15,0.9999864319075586
Gaussian,Powell,6,0.9999872993682639
Gaussian,Powell,0,0.9999986111496251
Gaussian,Powell,3,0.9999907954268118
Gaussian,Powell,5,0.9999947280864372
Gaussian,Powell,7,0.9999897326621291
Gaussian,Powell,16,0.9999816088965903
Gaussian,Powell,11,0.9999897831140724
Gaussian,Powell,19,0.9999959786725146
Gaussian,Powell,8,0.9999914549429815
Gaussian,Powell,13,0.9999877071182486
Gaussian,Powell,4,0.9999960416448176
Gaussian,Powell,14,0.9999941120274222
Gaussian,Powell,9,0.9999878706393147
Gaussian,Powell,12,0.9999693427635097
Gaussian,Powell,26,0.9999889672866107
Gaussian,Powell,21,0.9999795194730028
Gaussian,Powell,20,0.9999715057135293
Gaussian,Powell,22,0.9999846518651405
Gaussian,Powell,27,0.9999935273348559
Gaussian,Powell,29,0.9999948946791787
Gaussian,Powell,23,0.9999821275022643
Gaussian,Powell,31,0.9999947974106591
Gaussian,Powell,24,0.9999935211532035
Gaussian,Powell,38,0.9999980859613359
Gaussian,Powell,25,0.9999867313579254
Gaussian,Powell,33,0.9999938543827188
Gaussian,Powell,28,0.9999855393823958
Gaussian,Powell,32,0.9999717969412845
Gaussian,Powell,42,0.9999799022588775
Gaussian,Powell,40,0.9999937114544
Gaussian,Powell,39,0.9999836438840474
Gaussian,Powell,34,0.9999851018637653
Gaussian,Powell,36,0.9999850115798603
Gaussian,Powell,44,0.9999966335052181
Gaussian,Powell,30,0.9999954372907054
Gaussian,Powell,35,0.9999838526909334
Gaussian,Powell,37,0.9999964699712233
Gaussian,Powell,41,0.9999787731180537
Gaussian,Powell,48,0.9999948605934378
Gaussian,Powell,45,0.9999904141623936
Gaussian,Powell,47,0.999981416118146
Gaussian,Powell,43,0.9999720433374348
Gaussian,Powell,60,0.9999945377024703
Gaussian,Powell,56,0.9999924447664638
Gaussian,Powell,50,0.9999856281509825
Gaussian,Powell,51,0.999976992826451
Gaussian,Powell,52,0.9999900977121442
Gaussian,Powell,55,0.9999885643073884
Gaussian,Powell,61,0.9999835798314233
Gaussian,Powell,54,0.999994002822919
Gaussian,Powell,62,0.9999940100125178
Gaussian,Powell,49,0.9999779689924122
Gaussian,Powell,57,0.9999966482610901
Gaussian,Powell,59,0.9999928974756276
Gaussian,Powell,53,0.9999913603898867
Gaussian,Powell,46,0.9999946990382194
Gaussian,Powell,58,0.999987602587467
Gaussian,Powell,70,0.9999857072077999
Gaussian,Powell,71,0.9999977877019454
Gaussian,Powell,65,0.9999958599822062
Gaussian,Powell,64,0.9999880484721082
Gaussian,Powell,77,0.9999941338308564
Gaussian,Powell,63,0.9999978393450493
Gaussian,Powell,68,0.9999934867039268
Gaussian,Powell,75,0.999994175560799
Gaussian,Powell,69,0.9999852592065938
Gaussian,Powell,76,0.9999914180490138
Gaussian,Powell,73,0.9999722601929921
Gaussian,Powell,79,0.9999948408953973
Gaussian,Powell,80,0.9999930305277732
Gaussian,Powell,72,0.9999936420207979
Gaussian,Powell,81,0.9999936031516884
Gaussian,Powell,67,0.9999854283662977
Gaussian,Powell,78,0.9999864588025876
Gaussian,Powell,74,0.99997906103483
Gaussian,Powell,82,0.9999919023817606
Gaussian,SPSA,1,0.6984496422898254
Gaussian,SPSA,0,0.6730810016707934
Gaussian,Powell,66,0.9999755796664364
Gaussian,Powell,83,0.9999973123562298
Gaussian,Powell,84,0.9999807367608321
Gaussian,Powell,96,0.9999719770414055
Gaussian,Powell,95,0.9999937855170273
Gaussian,SPSA,2,0.6721012848232465
Gaussian,Powell,90,0.999996346474625
Gaussian,SPSA,3,0.6991752497174297
Gaussian,Powell,86,0.9999949914365013
Gaussian,Powell,85,0.9999956458032154
Gaussian,SPSA,11,0.6998092174526667
Gaussian,Powell,92,0.9999898279813055
Gaussian,SPSA,4,0.6934729689160428
Gaussian,Powell,87,0.9999952418808515
Gaussian,SPSA,5,0.7124345996783242
Gaussian,Powell,93,0.999989307672031
Gaussian,SPSA,6,0.7194416303116671
Gaussian,SPSA,16,0.6897558077712894
Gaussian,Powell,99,0.999997416261244
Gaussian,SPSA,7,0.7109383511998345
Gaussian,SPSA,9,0.6822811179271194
Gaussian,SPSA,8,0.7246302348273226
Gaussian,SPSA,10,0.709098929003443
Gaussian,SPSA,12,0.7033863833607004
Gaussian,SPSA,14,0.6932136278377812
Gaussian,SPSA,13,0.6974282922328036
Gaussian,SPSA,15,0.6942006992077293
Gaussian,SPSA,17,0.6863615005044683
Gaussian,SPSA,18,0.7102478904039138
Gaussian,Powell,94,0.9999940609831139
Gaussian,SPSA,20,0.6682115179779299
Gaussian,Powell,97,0.9999803532602126
Gaussian,SPSA,21,0.6801476589610227
Gaussian,Powell,89,0.9999780125038445
Gaussian,SPSA,19,0.7304905604199363
Gaussian,SPSA,22,0.6727338325867968
Gaussian,SPSA,23,0.6919743531346246
Gaussian,SPSA,24,0.6778643420906668
Gaussian,SPSA,25,0.7537453825324021
Gaussian,Powell,91,0.9999821372383192
Gaussian,SPSA,26,0.7511741063662474
Gaussian,Powell,98,0.9999873171177346
Gaussian,SPSA,44,0.6899645204607949
Gaussian,SPSA,27,0.703768977246682
Gaussian,SPSA,28,0.6959221485236106
Gaussian,SPSA,29,0.7317333143453546
Gaussian,SPSA,30,0.692663543892003
Gaussian,SPSA,33,0.7048756126272959
Gaussian,SPSA,46,0.6859984084836932
Gaussian,SPSA,31,0.6924129862399419
Gaussian,SPSA,32,0.6952769154745442
Gaussian,SPSA,34,0.6971230266978656
Gaussian,SPSA,47,0.7174076002204008
Gaussian,SPSA,35,0.7175709933085379
Gaussian,SPSA,36,0.7253381931392272
Gaussian,SPSA,37,0.6847525081860177
Gaussian,Powell,88,0.9999967894473831
Gaussian,SPSA,48,0.667359106747855
Gaussian,SPSA,39,0.719293519056817
Gaussian,SPSA,40,0.6985579029881169
Gaussian,SPSA,41,0.7551919177225174
Gaussian,SPSA,43,0.6864824185693755
Gaussian,SPSA,42,0.6777934279264664
Gaussian,SPSA,38,0.68024820471617
Gaussian,SPSA,45,0.722632514079124
Gaussian,SPSA,64,0.6719299153592416
Gaussian,SPSA,57,0.6887053805554236
Gaussian,SPSA,69,0.7087159343383831
Gaussian,SPSA,67,0.697311258908981
Gaussian,SPSA,51,0.7033317004720511
Gaussian,SPSA,50,0.7053589918382179
Gaussian,SPSA,49,0.695292058223411
Gaussian,SPSA,63,0.7096171211669374
Gaussian,SPSA,52,0.7007067780784235
Gaussian,SPSA,53,0.7074036825952679
Gaussian,SPSA,54,0.7021940645734249
Gaussian,SPSA,55,0.7293535098746177
Gaussian,SPSA,56,0.6999139609263444
Gaussian,SPSA,58,0.6786577394579691
Gaussian,SPSA,59,0.7164579214142639
Gaussian,SPSA,71,0.686816085024767
Gaussian,SPSA,60,0.7071637587604156
Gaussian,SPSA,61,0.6889635723829446
Gaussian,SPSA,62,0.7031736950582601
Gaussian,SPSA,65,0.6828276946228153
Gaussian,SPSA,66,0.734466634483964
Gaussian,SPSA,83,0.6912428293252194
Gaussian,SPSA,68,0.6924674556932144
Gaussian,SPSA,80,0.7136894764048224
Gaussian,SPSA,70,0.7182102986015307
Gaussian,SPSA,73,0.7283844509233832
Gaussian,SPSA,94,0.5435036892516565
Gaussian,SPSA,74,0.7326275282482161
Gaussian,SPSA,75,0.6904280794716585
Gaussian,SPSA,72,0.6868375631936849
Gaussian,SPSA,76,0.7092918034226876
Gaussian,SPSA,96,0.6683023043896463
Gaussian,SPSA,98,0.6644128066448846
Gaussian,SPSA,77,0.6804769367270256
Gaussian,SPSA,78,0.7022317964500582
Gaussian,SPSA,93,0.6805903009335701
Gaussian,SPSA,79,0.7049792654131604
Gaussian,SPSA,90,0.6748570890287174
Gaussian,SPSA,81,0.7037816073279077
Gaussian,SPSA,82,0.7246674498831451
MBL,COBYLA,0,0.9989180345176621
Gaussian,SPSA,84,0.694794792823054
MBL,COBYLA,2,0.9670513723725461
Gaussian,SPSA,85,0.6991376501171428
MBL,COBYLA,3,0.9888898145250913
Gaussian,SPSA,86,0.7177459246875284
MBL,COBYLA,1,0.9390413303283033
MBL,COBYLA,4,0.961521091868283
Gaussian,SPSA,87,0.6947896988187511
Gaussian,SPSA,88,0.6937208336315928
MBL,COBYLA,5,0.9885061921030158
Gaussian,SPSA,89,0.7214821879263122
Gaussian,SPSA,92,0.7581775142984041
Gaussian,SPSA,91,0.6855720316891075
MBL,COBYLA,6,0.9829707188523149
MBL,COBYLA,7,0.9443268335810321
MBL,COBYLA,8,0.9779237282466843
MBL,COBYLA,9,0.9991000506642495
MBL,COBYLA,11,0.9271921941404376
MBL,COBYLA,10,0.9869866273802878
MBL,COBYLA,12,0.9091772863590654
MBL,COBYLA,13,0.9618074797438045
MBL,COBYLA,14,0.9988925894874487
MBL,COBYLA,15,0.9648173049130299
MBL,COBYLA,16,0.9979975226083814
MBL,COBYLA,18,0.9946797637444965
MBL,COBYLA,17,0.9545741242228203
Gaussian,SPSA,95,0.6765710998285782
MBL,COBYLA,19,0.9762624700059445
Gaussian,SPSA,99,0.677156181503682
MBL,COBYLA,20,0.9980371652945815
Gaussian,SPSA,97,0.7084511810542373
MBL,COBYLA,21,0.9586584193697262
MBL,COBYLA,22,0.9825058733338374
MBL,COBYLA,23,0.9253436907999344
MBL,COBYLA,24,0.947546921123741
